,trial,stim,xpos,ypos,orientation
0,0,0,-0.8399999999999999,0.8357142857142854,90
1,0,1,-4.2,-4.178571428571429,180
2,0,2,-0.8399999999999999,-4.178571428571429,270
3,0,3,0.8400000000000007,5.85,360
4,1,0,-2.52,0.8357142857142854,360
5,1,1,4.2,4.178571428571429,180
6,1,2,0.8400000000000007,-2.507142857142857,270
7,1,3,2.5200000000000005,-2.507142857142857,360
8,2,0,4.2,-0.8357142857142854,90
9,2,1,-4.2,4.178571428571429,180
10,2,2,-2.52,0.8357142857142854,270
11,2,3,2.5200000000000005,0.8357142857142854,360
12,2,4,2.5200000000000005,-0.8357142857142854,270
13,2,5,-0.8399999999999999,-5.85,180
14,2,6,2.5200000000000005,5.85,270
15,2,7,-4.2,2.5071428571428562,360
16,3,0,-4.2,2.5071428571428562,270
17,3,1,-0.8399999999999999,5.85,180
18,3,2,0.8400000000000007,-2.507142857142857,270
19,3,3,-0.8399999999999999,-5.85,360
20,3,4,0.8400000000000007,0.8357142857142854,180
21,3,5,-4.2,4.178571428571429,180
22,3,6,-2.52,0.8357142857142854,270
23,3,7,4.2,-5.85,360
24,4,0,-4.2,-2.507142857142857,360
25,4,1,2.5200000000000005,2.5071428571428562,180
26,4,2,-2.52,0.8357142857142854,270
27,4,3,4.2,-4.178571428571429,360
28,4,4,-0.8399999999999999,5.85,360
29,4,5,0.8400000000000007,5.85,180
30,4,6,4.2,2.5071428571428562,270
31,4,7,2.5200000000000005,-5.85,360
32,5,0,4.2,0.8357142857142854,90
33,5,1,2.5200000000000005,-5.85,180
34,5,2,-4.2,-4.178571428571429,270
35,5,3,4.2,-5.85,360
36,6,0,-0.8399999999999999,5.85,180
37,6,1,-2.52,5.85,180
38,6,2,2.5200000000000005,4.178571428571429,270
39,6,3,0.8400000000000007,-0.8357142857142854,360
40,6,4,-0.8399999999999999,-0.8357142857142854,360
41,6,5,-0.8399999999999999,4.178571428571429,180
42,6,6,2.5200000000000005,2.5071428571428562,270
43,6,7,-4.2,5.85,360
44,7,0,4.2,-0.8357142857142854,90
45,7,1,2.5200000000000005,-4.178571428571429,180
46,7,2,-2.52,0.8357142857142854,270
47,7,3,-4.2,5.85,360
48,7,4,2.5200000000000005,4.178571428571429,360
49,7,5,4.2,-2.507142857142857,180
50,7,6,-0.8399999999999999,-4.178571428571429,270
51,7,7,-0.8399999999999999,-0.8357142857142854,360
52,8,0,0.8400000000000007,-5.85,180
53,8,1,0.8400000000000007,4.178571428571429,180
54,8,2,-2.52,4.178571428571429,270
55,8,3,-2.52,-5.85,360
56,8,4,2.5200000000000005,4.178571428571429,180
57,8,5,-2.52,2.5071428571428562,180
58,8,6,2.5200000000000005,-4.178571428571429,270
59,8,7,-4.2,-5.85,360
60,9,0,-4.2,-4.178571428571429,90
61,9,1,4.2,-4.178571428571429,180
62,9,2,-0.8399999999999999,2.5071428571428562,270
63,9,3,2.5200000000000005,-0.8357142857142854,360
64,10,0,4.2,-2.507142857142857,90
65,10,1,2.5200000000000005,5.85,180
66,10,2,-0.8399999999999999,-0.8357142857142854,270
67,10,3,-0.8399999999999999,5.85,360
68,11,0,0.8400000000000007,-5.85,360
69,11,1,2.5200000000000005,-4.178571428571429,180
70,11,2,-0.8399999999999999,-2.507142857142857,270
71,11,3,-2.52,-5.85,360
