,trial,stim,xpos,ypos,orientation
0,0,0,-4.2,-0.8357142857142854,270
1,0,1,-2.52,4.178571428571429,180
2,0,2,2.5200000000000005,-4.178571428571429,270
3,0,3,2.5200000000000005,-2.507142857142857,360
4,1,0,-0.8399999999999999,-4.178571428571429,90
5,1,1,-2.52,-0.8357142857142854,180
6,1,2,-4.2,4.178571428571429,270
7,1,3,-0.8399999999999999,-5.85,360
8,1,4,-2.52,2.5071428571428562,270
9,1,5,-4.2,-4.178571428571429,180
10,1,6,4.2,-4.178571428571429,270
11,1,7,4.2,0.8357142857142854,360
12,2,0,-2.52,-2.507142857142857,90
13,2,1,-0.8399999999999999,-0.8357142857142854,180
14,2,2,-0.8399999999999999,-2.507142857142857,270
15,2,3,4.2,-5.85,360
16,2,4,-0.8399999999999999,5.85,360
17,2,5,-4.2,2.5071428571428562,180
18,2,6,2.5200000000000005,4.178571428571429,270
19,2,7,-0.8399999999999999,2.5071428571428562,360
20,3,0,2.5200000000000005,-5.85,270
21,3,1,-2.52,5.85,180
22,3,2,-2.52,-0.8357142857142854,270
23,3,3,0.8400000000000007,4.178571428571429,360
24,4,0,-4.2,2.5071428571428562,180
25,4,1,2.5200000000000005,-0.8357142857142854,180
26,4,2,-0.8399999999999999,-0.8357142857142854,270
27,4,3,-4.2,-5.85,360
28,4,4,-0.8399999999999999,-2.507142857142857,270
29,4,5,2.5200000000000005,0.8357142857142854,180
30,4,6,4.2,2.5071428571428562,270
31,4,7,2.5200000000000005,-5.85,360
32,5,0,0.8400000000000007,-0.8357142857142854,270
33,5,1,2.5200000000000005,4.178571428571429,180
34,5,2,-0.8399999999999999,-2.507142857142857,270
35,5,3,4.2,5.85,360
36,5,4,0.8400000000000007,0.8357142857142854,180
37,5,5,-2.52,-2.507142857142857,180
38,5,6,-2.52,4.178571428571429,270
39,5,7,-0.8399999999999999,-0.8357142857142854,360
40,6,0,-4.2,2.5071428571428562,90
41,6,1,-4.2,-2.507142857142857,180
42,6,2,0.8400000000000007,2.5071428571428562,270
43,6,3,4.2,-5.85,360
44,7,0,-0.8399999999999999,-4.178571428571429,180
45,7,1,2.5200000000000005,-4.178571428571429,180
46,7,2,2.5200000000000005,-2.507142857142857,270
47,7,3,4.2,-4.178571428571429,360
48,7,4,0.8400000000000007,4.178571428571429,270
49,7,5,-0.8399999999999999,2.5071428571428562,180
50,7,6,-2.52,-4.178571428571429,270
51,7,7,-2.52,0.8357142857142854,360
52,8,0,-2.52,0.8357142857142854,90
53,8,1,4.2,-5.85,180
54,8,2,0.8400000000000007,0.8357142857142854,270
55,8,3,-0.8399999999999999,-4.178571428571429,360
56,9,0,-2.52,-0.8357142857142854,90
57,9,1,-0.8399999999999999,4.178571428571429,180
58,9,2,0.8400000000000007,-0.8357142857142854,270
59,9,3,2.5200000000000005,2.5071428571428562,360
60,9,4,-0.8399999999999999,0.8357142857142854,270
61,9,5,4.2,-5.85,180
62,9,6,2.5200000000000005,-0.8357142857142854,270
63,9,7,-2.52,0.8357142857142854,360
64,10,0,-4.2,-0.8357142857142854,360
65,10,1,4.2,2.5071428571428562,180
66,10,2,-2.52,4.178571428571429,270
67,10,3,-0.8399999999999999,-4.178571428571429,360
68,11,0,2.5200000000000005,5.85,90
69,11,1,-2.52,5.85,180
70,11,2,-4.2,5.85,270
71,11,3,-0.8399999999999999,2.5071428571428562,360
