task_name	task_code	task_file	instruction_dur	start_time	end_time
theory_of_mind_diff_reward	tom_diff_reward	theory_of_mind_diff_reward_10.tsv	5	3	38
faux_pas	faux_pas	faux_pas_10.tsv	5	38	73
demand_grid_easy_diff	dmgrid_easy_diff	demand_grid_easy_diff_10.tsv	5	73	108
temp_deviant	temp_deviant	temp_deviant_10.tsv	5	108	143
rest	rest	rest_10.tsv	5	143	178
tongue_movement	tongue	tongue_movement_10.tsv	5	178	213
rest_surprise_sound_images	rest_surp_snd_img	rest_surprise_sound_images_10.tsv	5	213	248
action_observation	acva-acvk	action_observation_10.tsv	5	248	283
spatial_navigation	spatialnav	spatial_navigation_10.tsv	5	283	318
movie	mov	movie_10.tsv	5	318	353
verb_generation	vrbgn-wrdrd	verb_generation_10.tsv	5	353	388
finger_sequence_surprise	fingseqsurp	finger_sequence_surprise_10.tsv	5	388	431
